acc_mean_g,acc_std_g,acc_peak_g,acc_min_g,jerk_peak,jerk_mean,gyro_peak_dps,gyro_std_dps,ax_std,ay_std,az_std,gx_std,gy_std,gz_std,label,trigger
1.377,1.602,9.577,0.008,261.5,19.2,351.6,73.3,0.604,0.002,1.785,0.0,85.4,0.0,jumping,0
2.527,3.173,16.06,0.548,472.93,29.43,1623.8,294.6,1.561,0.002,3.425,0.0,318.4,0.0,soft_kick,0
1.347,1.535,8.613,0.031,230.25,19.7,359.6,72.6,0.607,0.002,1.707,0.0,84.5,0.0,jumping,0
13.74,4.109,19.188,1.718,363.93,105.07,1554.6,480.2,5.62,0.002,8.879,0.0,1098.6,0.0,running,0
8.411,6.648,22.627,1.004,592.37,114.9,2000.0,573.8,5.472,0.002,7.643,0.0,751.2,0.0,repeated_kick,1
1.353,1.556,8.835,0.007,212.71,19.9,360.4,72.5,0.63,0.002,1.714,0.0,84.8,0.0,jumping,0
3.054,0.55,3.755,1.637,46.85,12.43,448.8,138.0,1.072,0.002,2.098,0.0,322.9,0.0,walking,0
0.99,0.002,0.995,0.987,0.34,0.1,2.2,0.2,0.002,0.002,0.003,0.0,0.9,0.0,standing,0
0.987,0.002,0.991,0.982,0.28,0.1,3.6,0.8,0.002,0.002,0.01,0.0,1.6,0.0,sitting,0
1.375,1.546,9.007,0.009,245.52,19.38,350.6,73.3,0.588,0.002,1.734,0.0,85.2,0.0,jumping,0
8.414,6.644,22.627,0.985,610.7,114.75,2000.0,561.8,5.48,0.002,7.597,0.0,731.2,0.0,repeated_kick,1
11.262,3.592,16.037,3.332,259.51,96.04,1279.8,399.7,5.1,0.002,7.18,0.0,889.2,0.0,running,0
3.459,5.155,22.627,0.995,570.46,36.73,2000.0,394.9,3.749,0.002,4.319,0.0,427.3,0.0,hard_kick,0
0.983,0.003,0.988,0.977,0.33,0.11,3.9,1.0,0.003,0.002,0.01,0.0,1.6,0.0,sitting,0
2.556,3.201,16.037,0.985,537.0,29.93,1346.1,270.5,1.561,0.002,3.464,0.0,293.6,0.0,soft_kick,0
2.602,3.204,15.56,1.013,545.84,29.83,1200.9,229.6,1.548,0.002,3.492,0.0,251.7,0.0,soft_kick,0
1.37,1.523,8.965,0.021,244.04,18.89,352.2,73.1,0.556,0.002,1.725,0.0,84.7,0.0,jumping,0
2.632,3.21,16.148,0.992,339.11,30.83,1412.6,247.5,1.526,0.002,3.536,0.0,269.4,0.0,soft_kick,0
1.836,0.586,2.805,0.87,40.1,22.62,193.5,58.8,0.521,0.002,1.639,0.0,135.8,0.0,shake_leg,0
2.61,3.233,16.156,0.96,366.14,31.62,1335.2,239.7,1.521,0.002,3.559,0.0,259.9,0.0,soft_kick,0
3.485,5.237,22.627,0.995,586.8,40.9,2000.0,398.4,3.685,0.002,4.519,0.0,430.3,0.0,hard_kick,0
10.615,6.137,22.627,0.991,591.6,142.83,2000.0,567.3,5.743,0.002,8.582,0.0,861.9,0.0,repeated_kick,1
1.382,0.31,1.926,0.929,19.5,8.03,145.0,44.4,0.312,0.002,1.014,0.0,103.0,0.0,shake_leg,0
2.577,3.167,16.101,0.98,392.5,29.88,1611.1,280.6,1.547,0.002,3.455,0.0,305.3,0.0,soft_kick,0
2.578,3.2,16.036,1.008,541.95,29.95,1305.9,267.2,1.56,0.002,3.47,0.0,290.1,0.0,soft_kick,0
1.357,1.594,8.528,0.002,221.61,20.46,358.9,73.7,0.687,0.002,1.725,0.0,85.5,0.0,jumping,0
1.36,0.314,1.939,0.93,15.67,7.88,143.8,43.0,0.308,0.002,0.994,0.0,100.9,0.0,shake_leg,0
2.911,0.531,3.618,1.482,43.82,11.74,436.7,133.9,1.037,0.002,1.98,0.0,310.3,0.0,walking,0
2.022,0.678,3.102,0.863,50.75,28.37,208.2,63.8,0.601,0.002,1.869,0.0,146.2,0.0,shake_leg,0
1.021,0.002,1.026,1.016,0.38,0.12,1.3,0.3,0.002,0.002,0.004,0.0,0.5,0.0,standing,0
1.341,1.521,9.179,0.041,211.07,20.17,361.9,73.1,0.573,0.002,1.712,0.0,85.4,0.0,jumping,0
1.392,1.697,9.879,0.024,263.4,21.27,358.3,73.3,0.701,0.002,1.837,0.0,85.5,0.0,jumping,0
1.186,0.703,5.481,0.367,130.22,7.63,1146.2,129.7,0.471,0.002,0.813,0.0,137.0,0.0,stomp,0
2.234,0.778,3.469,0.854,64.13,36.43,225.2,69.5,0.683,0.002,2.116,0.0,159.4,0.0,shake_leg,0
3.47,5.179,22.627,0.995,574.25,37.92,2000.0,384.8,3.753,0.002,4.346,0.0,416.0,0.0,hard_kick,0
8.376,6.669,22.627,0.985,561.05,112.6,2000.0,586.3,5.538,0.002,7.592,0.0,775.8,0.0,repeated_kick,1
3.475,5.181,22.627,1.012,489.37,37.95,2000.0,418.3,3.72,0.002,4.405,0.0,452.7,0.0,hard_kick,0
2.604,3.21,16.032,1.027,559.6,30.12,1223.5,255.4,1.557,0.002,3.491,0.0,277.6,0.0,soft_kick,0
10.553,6.193,22.627,0.994,569.98,141.49,2000.0,577.8,5.762,0.002,8.531,0.0,878.2,0.0,repeated_kick,1
3.475,5.171,22.627,1.005,573.22,37.65,2000.0,387.2,3.753,0.002,4.336,0.0,418.9,0.0,hard_kick,0
1.178,0.675,5.405,0.409,116.93,6.83,1206.3,148.4,0.466,0.002,0.77,0.0,156.3,0.0,stomp,0
2.534,3.165,16.075,0.965,438.38,29.41,1653.1,293.3,1.557,0.002,3.427,0.0,317.9,0.0,soft_kick,0
1.38,1.672,9.745,0.021,265.2,19.53,353.1,72.1,0.669,0.002,1.823,0.0,84.4,0.0,jumping,0
1.387,0.318,1.941,0.919,16.26,8.14,144.6,44.8,0.314,0.002,1.017,0.0,103.1,0.0,shake_leg,0
2.557,3.159,16.076,0.996,443.64,29.21,1651.8,294.0,1.557,0.002,3.425,0.0,318.5,0.0,soft_kick,0
1.007,0.002,1.012,1.003,0.4,0.1,1.4,0.1,0.002,0.002,0.003,0.0,0.1,0.0,standing,0
12.372,3.593,16.198,4.405,305.1,101.54,1351.9,421.9,5.518,0.002,7.869,0.0,958.2,0.0,running,0
3.473,5.178,22.627,0.999,574.45,37.89,2000.0,385.1,3.754,0.002,4.344,0.0,416.6,0.0,hard_kick,0
3.495,5.26,22.627,0.989,613.4,41.6,2000.0,386.5,3.664,0.002,4.57,0.0,415.1,0.0,hard_kick,0
1.171,0.683,5.46,0.358,119.2,6.97,1224.5,149.6,0.465,0.002,0.773,0.0,157.6,0.0,stomp,0
3.335,0.692,4.188,1.553,45.64,15.37,480.2,145.5,1.123,0.002,2.415,0.0,342.0,0.0,walking,0
1.175,0.698,5.256,0.399,117.21,7.62,920.0,109.1,0.473,0.002,0.814,0.0,116.0,0.0,stomp,0
2.529,3.169,16.065,0.726,462.61,29.38,1637.5,294.9,1.56,0.002,3.423,0.0,319.2,0.0,soft_kick,0
11.396,3.63,16.043,3.403,217.07,97.27,1290.5,396.3,5.096,0.002,7.258,0.0,927.5,0.0,running,0
1.523,0.398,2.236,0.933,22.11,12.08,161.4,49.5,0.387,0.002,1.231,0.0,114.7,0.0,shake_leg,0
10.572,6.228,22.627,1.0,574.54,147.22,2000.0,573.7,5.78,0.002,8.588,0.0,876.0,0.0,repeated_kick,1
13.089,3.899,17.314,4.219,298.81,102.05,1447.7,450.9,5.478,0.002,8.248,0.0,1017.6,0.0,running,0
1.39,1.58,9.767,0.031,253.44,20.37,359.7,72.9,0.577,0.002,1.778,0.0,85.3,0.0,jumping,0
1.164,0.682,4.878,0.427,104.25,7.16,573.4,87.6,0.472,0.002,0.798,0.0,96.0,0.0,stomp,0
1.181,0.668,5.346,0.372,109.48,6.91,1072.7,136.9,0.466,0.002,0.756,0.0,145.2,0.0,stomp,0
0.989,0.002,0.994,0.984,0.3,0.11,2.3,0.6,0.002,0.002,0.003,0.0,1.1,0.0,standing,0
0.998,0.002,1.004,0.994,0.43,0.12,2.0,0.3,0.002,0.002,0.002,0.0,0.7,0.0,standing,0
1.017,0.002,1.023,1.011,0.44,0.12,2.7,0.5,0.002,0.002,0.008,0.0,1.5,0.0,sitting,0
10.688,6.202,22.627,1.201,614.55,151.83,2000.0,572.4,5.706,0.002,8.781,0.0,851.0,0.0,repeated_kick,1
1.343,1.566,8.952,0.039,244.42,19.37,352.5,73.0,0.61,0.002,1.74,0.0,84.7,0.0,jumping,0
2.578,0.556,3.368,1.039,49.56,9.95,412.0,125.9,0.866,0.002,1.807,0.0,285.6,0.0,walking,0
1.286,0.265,1.781,0.942,11.58,5.8,134.4,41.2,0.272,0.002,0.889,0.0,95.9,0.0,shake_leg,0
1.014,0.002,1.017,1.009,0.32,0.1,2.2,0.5,0.002,0.002,0.003,0.0,0.9,0.0,standing,0
2.627,3.198,16.138,0.995,329.68,30.69,1458.8,253.6,1.529,0.002,3.519,0.0,276.4,0.0,soft_kick,0
13.76,3.759,18.589,5.342,345.41,105.54,1518.1,460.6,5.573,0.002,8.935,0.0,1068.7,0.0,running,0
12.697,3.967,16.905,1.966,291.63,96.56,1425.2,448.0,5.457,0.002,8.211,0.0,998.5,0.0,running,0
3.46,5.142,22.627,1.004,562.52,35.8,2000.0,405.1,3.747,0.002,4.303,0.0,437.1,0.0,hard_kick,0
1.669,0.466,2.48,0.919,29.31,16.54,177.4,53.9,0.454,0.002,1.429,0.0,126.2,0.0,shake_leg,0
10.635,6.3,22.627,0.991,609.34,152.5,2000.0,563.0,5.771,0.002,8.769,0.0,847.5,0.0,repeated_kick,1
1.18,0.673,4.875,0.421,100.58,7.02,412.4,81.4,0.472,0.002,0.786,0.0,90.1,0.0,stomp,0
3.468,5.137,22.627,1.013,562.53,35.54,2000.0,407.6,3.746,0.002,4.302,0.0,439.7,0.0,hard_kick,0
3.329,0.694,4.17,1.493,57.67,15.83,480.0,147.6,1.114,0.002,2.522,0.0,336.3,0.0,walking,0
2.662,3.242,16.183,1.013,399.22,32.54,1226.4,232.4,1.517,0.002,3.583,0.0,250.9,0.0,soft_kick,0
8.395,6.641,22.627,0.993,611.9,110.02,2000.0,582.3,5.505,0.002,7.576,0.0,756.1,0.0,repeated_kick,1
1.382,1.512,8.882,0.033,220.09,19.74,360.5,72.7,0.578,0.002,1.702,0.0,84.9,0.0,jumping,0
0.988,0.002,0.992,0.983,0.33,0.1,2.3,0.5,0.002,0.002,0.006,0.0,1.2,0.0,sitting,0
1.216,0.671,4.887,0.43,101.21,7.0,416.4,82.4,0.472,0.002,0.789,0.0,91.0,0.0,stomp,0
3.146,0.649,3.921,1.341,67.65,14.69,463.3,143.3,1.066,0.002,2.345,0.0,325.9,0.0,walking,0
2.65,3.261,16.203,0.988,435.09,33.42,1203.0,227.3,1.517,0.002,3.6,0.0,247.7,0.0,soft_kick,0
3.438,5.145,22.627,0.983,550.79,34.48,2000.0,417.7,3.757,0.002,4.297,0.0,450.6,0.0,hard_kick,0
2.715,0.536,3.475,1.196,51.55,10.25,422.3,127.0,0.933,0.002,1.849,0.0,299.1,0.0,walking,0
0.975,0.002,0.981,0.97,0.49,0.12,1.6,0.2,0.002,0.002,0.005,0.0,0.7,0.0,standing,0
1.015,0.002,1.019,1.011,0.33,0.1,1.7,0.4,0.002,0.002,0.006,0.0,0.6,0.0,standing,0
1.013,0.002,1.018,1.008,0.33,0.11,2.4,0.8,0.002,0.002,0.003,0.0,0.8,0.0,standing,0
10.588,6.23,22.627,0.995,605.99,150.9,2000.0,557.7,5.651,0.002,8.671,0.0,821.4,0.0,repeated_kick,1
10.615,6.193,22.627,1.252,614.54,142.59,2000.0,577.4,5.766,0.002,8.595,0.0,867.7,0.0,repeated_kick,1
1.402,1.56,9.706,0.018,250.4,20.41,360.8,73.0,0.557,0.002,1.768,0.0,85.4,0.0,jumping,0
1.001,0.002,1.004,0.996,0.29,0.09,0.7,0.1,0.002,0.002,0.003,0.0,0.3,0.0,standing,0
2.517,0.479,3.263,1.098,41.24,9.13,403.6,125.0,0.86,0.002,1.669,0.0,278.5,0.0,walking,0
0.996,0.002,1.002,0.991,0.36,0.1,2.0,0.5,0.002,0.002,0.002,0.0,0.9,0.0,standing,0
2.576,3.167,16.101,0.98,391.37,29.89,1610.1,280.2,1.547,0.002,3.456,0.0,305.0,0.0,soft_kick,0
1.01,0.002,1.015,1.005,0.34,0.1,1.8,0.2,0.002,0.002,0.002,0.0,0.6,0.0,standing,0
3.475,5.191,22.627,1.01,509.33,38.66,2000.0,415.5,3.714,0.002,4.425,0.0,449.7,0.0,hard_kick,0
13.565,4.154,18.8,1.695,346.11,101.78,1522.1,472.8,5.718,0.002,8.816,0.0,1070.6,0.0,running,0
3.452,5.14,22.627,0.999,555.66,35.04,2000.0,412.4,3.751,0.002,4.297,0.0,445.1,0.0,hard_kick,0
2.964,0.662,3.766,0.744,53.38,12.69,450.5,141.7,1.038,0.002,2.128,0.0,309.7,0.0,walking,0
1.37,1.573,8.611,0.017,218.61,19.82,360.1,72.8,0.657,0.002,1.719,0.0,84.7,0.0,jumping,0
2.988,0.634,3.777,0.975,63.96,13.79,451.2,139.8,1.033,0.002,2.18,0.0,312.8,0.0,walking,0
12.589,3.647,16.379,3.89,270.88,96.86,1389.3,423.4,5.404,0.002,8.056,0.0,987.6,0.0,running,0
3.45,5.185,22.627,0.983,479.67,37.7,2000.0,419.4,3.728,0.002,4.396,0.0,453.9,0.0,hard_kick,0
3.235,0.652,4.053,1.396,67.54,14.95,471.5,144.2,1.099,0.002,2.414,0.0,336.7,0.0,walking,0
1.361,1.549,9.239,0.017,213.77,20.53,362.0,72.9,0.604,0.002,1.725,0.0,85.2,0.0,jumping,0
1.188,0.704,5.449,0.36,127.31,7.7,1084.9,123.3,0.471,0.002,0.815,0.0,130.5,0.0,stomp,0
1.208,0.698,5.393,0.386,124.03,7.66,1025.0,117.7,0.472,0.002,0.815,0.0,124.8,0.0,stomp,0
10.716,6.208,22.627,1.008,610.19,160.56,2000.0,572.7,5.665,0.002,8.89,0.0,828.5,0.0,repeated_kick,1
12.18,3.564,16.11,3.624,263.29,101.1,1338.9,407.9,5.407,0.002,7.728,0.0,941.4,0.0,running,0
2.533,3.171,16.062,0.584,471.41,29.41,1626.8,294.8,1.561,0.002,3.425,0.0,318.6,0.0,soft_kick,0
8.374,6.663,22.627,0.981,560.83,112.29,2000.0,585.9,5.539,0.002,7.583,0.0,775.3,0.0,repeated_kick,1
1.0,0.002,1.004,0.992,0.35,0.1,1.5,0.4,0.002,0.002,0.005,0.0,0.7,0.0,sitting,0
1.021,0.002,1.026,1.015,0.44,0.13,1.7,0.5,0.002,0.002,0.005,0.0,0.6,0.0,standing,0
1.025,0.002,1.03,1.02,0.44,0.1,2.7,0.7,0.002,0.002,0.003,0.0,0.7,0.0,standing,0
1.712,0.511,2.591,0.889,32.91,18.25,182.1,55.4,0.474,0.002,1.491,0.0,127.6,0.0,shake_leg,0
2.656,3.264,16.214,0.998,451.47,33.76,1200.0,227.1,1.518,0.002,3.603,0.0,248.7,0.0,soft_kick,0
2.559,3.159,16.075,0.998,445.13,29.23,1650.2,294.0,1.558,0.002,3.425,0.0,318.7,0.0,soft_kick,0
1.011,0.002,1.016,1.005,0.47,0.12,2.4,0.6,0.002,0.002,0.008,0.0,1.5,0.0,sitting,0
1.175,0.664,5.295,0.399,108.23,6.84,1038.9,133.9,0.467,0.002,0.754,0.0,142.2,0.0,stomp,0
2.639,3.245,16.177,0.986,393.34,32.48,1243.3,233.5,1.517,0.002,3.581,0.0,251.9,0.0,soft_kick,0
0.997,0.002,1.002,0.991,0.38,0.12,1.6,0.2,0.002,0.002,0.003,0.0,0.4,0.0,standing,0
1.358,1.513,8.474,0.042,239.66,19.09,357.2,73.2,0.571,0.002,1.706,0.0,84.8,0.0,jumping,0
10.559,6.188,22.627,1.001,597.87,142.1,2000.0,581.6,5.754,0.002,8.56,0.0,868.7,0.0,repeated_kick,1
3.507,5.255,22.627,1.002,611.7,41.51,2000.0,384.5,3.653,0.002,4.574,0.0,411.8,0.0,hard_kick,0
2.454,0.463,3.175,1.26,33.43,8.83,395.4,121.1,0.824,0.002,1.609,0.0,284.9,0.0,walking,0
1.944,0.633,3.007,0.879,46.36,26.08,202.0,62.1,0.57,0.002,1.775,0.0,143.7,0.0,shake_leg,0
13.606,4.046,18.622,1.979,339.7,102.66,1512.8,459.8,5.719,0.002,8.802,0.0,1070.0,0.0,running,0
1.174,0.689,5.509,0.351,125.29,7.09,1262.3,151.7,0.465,0.002,0.782,0.0,159.3,0.0,stomp,0
0.991,0.002,0.997,0.985,0.56,0.13,2.5,0.7,0.002,0.002,0.009,0.0,1.5,0.0,sitting,0
8.389,6.617,22.627,0.976,584.6,111.77,2000.0,564.9,5.487,0.002,7.56,0.0,741.6,0.0,repeated_kick,1
1.454,0.368,2.103,0.916,19.38,10.52,155.4,47.6,0.357,0.002,1.146,0.0,109.4,0.0,shake_leg,0
1.413,0.327,2.027,0.927,17.24,9.26,150.5,46.1,0.345,0.002,1.088,0.0,104.9,0.0,shake_leg,0
12.754,3.831,16.707,4.061,285.99,100.43,1415.4,433.8,5.339,0.002,8.208,0.0,1017.6,0.0,running,0
1.006,0.002,1.01,1.001,0.3,0.09,2.0,0.4,0.002,0.002,0.004,0.0,0.5,0.0,standing,0
1.005,0.002,1.012,0.997,0.48,0.14,2.3,0.3,0.002,0.002,0.006,0.0,1.1,0.0,sitting,0
1.395,0.315,1.995,0.931,16.47,8.58,148.2,46.3,0.334,0.002,1.056,0.0,103.0,0.0,shake_leg,0
2.693,0.508,3.421,1.151,50.78,10.19,418.0,130.3,0.939,0.002,1.843,0.0,295.5,0.0,walking,0
0.984,0.002,0.989,0.977,0.33,0.1,2.8,0.7,0.002,0.002,0.009,0.0,1.5,0.0,sitting,0
0.98,0.002,0.985,0.974,0.44,0.12,3.5,0.9,0.002,0.002,0.004,0.0,1.5,0.0,standing,0
1.368,1.52,8.725,0.003,238.85,19.12,355.0,73.2,0.565,0.002,1.715,0.0,84.6,0.0,jumping,0
12.493,3.731,16.274,2.945,286.13,95.6,1361.2,415.6,5.375,0.002,7.982,0.0,959.9,0.0,running,0
1.177,0.693,5.521,0.371,131.33,7.19,1278.7,149.9,0.467,0.002,0.795,0.0,157.2,0.0,stomp,0
13.758,3.732,18.731,4.576,333.8,109.5,1516.8,470.1,5.822,0.002,8.818,0.0,1060.9,0.0,running,0
3.444,5.208,22.627,0.971,522.75,39.2,2000.0,413.5,3.716,0.002,4.441,0.0,447.4,0.0,hard_kick,0
12.833,3.785,16.978,4.222,294.76,98.74,1429.4,437.9,5.434,0.002,8.332,0.0,1023.7,0.0,running,0
12.727,3.77,16.785,4.155,286.26,101.73,1419.0,436.5,5.424,0.002,8.37,0.0,1008.9,0.0,running,0
0.988,0.002,0.994,0.982,0.36,0.13,3.5,0.8,0.002,0.002,0.006,0.0,1.1,0.0,sitting,0
1.186,0.701,5.318,0.373,118.85,7.7,946.2,111.2,0.472,0.002,0.815,0.0,118.2,0.0,stomp,0
1.187,0.703,5.513,0.354,131.78,7.62,1171.9,132.6,0.47,0.002,0.812,0.0,140.0,0.0,stomp,0
1.002,0.002,1.008,0.997,0.45,0.13,1.0,0.2,0.002,0.002,0.005,0.0,0.2,0.0,standing,0
1.013,0.002,1.019,1.009,0.37,0.12,1.8,0.3,0.002,0.002,0.004,0.0,0.7,0.0,sitting,0
1.197,0.699,5.318,0.373,118.29,7.71,941.2,110.8,0.473,0.002,0.814,0.0,117.7,0.0,stomp,0
2.448,0.484,3.193,1.119,43.62,9.13,395.1,122.9,0.85,0.002,1.611,0.0,272.2,0.0,walking,0
8.404,6.696,22.627,0.981,613.16,114.38,2000.0,581.8,5.524,0.002,7.66,0.0,766.5,0.0,repeated_kick,1
1.017,0.002,1.022,1.012,0.38,0.12,2.2,0.4,0.002,0.002,0.003,0.0,0.7,0.0,standing,0
1.003,0.002,1.008,0.998,0.38,0.12,2.2,0.3,0.002,0.002,0.004,0.0,0.3,0.0,standing,0
1.016,0.003,1.023,1.008,0.5,0.12,2.6,0.6,0.003,0.002,0.008,0.0,1.3,0.0,sitting,0
1.0,0.002,1.005,0.995,0.46,0.11,2.0,0.2,0.002,0.002,0.003,0.0,0.9,0.0,standing,0
1.392,1.583,9.156,0.027,249.38,19.51,349.3,72.9,0.622,0.002,1.755,0.0,84.7,0.0,jumping,0
2.591,3.204,15.521,0.999,544.84,29.83,1199.9,229.1,1.548,0.002,3.492,0.0,251.0,0.0,soft_kick,0
2.691,0.512,3.429,1.185,52.19,10.25,419.2,126.9,0.925,0.002,1.827,0.0,297.7,0.0,walking,0
8.389,6.703,22.627,0.958,614.24,116.65,2000.0,580.9,5.521,0.002,7.678,0.0,765.1,0.0,repeated_kick,1
3.264,0.626,3.978,1.189,63.14,14.02,468.5,142.8,1.16,0.002,2.329,0.0,336.5,0.0,walking,0
3.437,5.166,22.627,0.978,517.36,33.84,2000.0,426.2,3.768,0.002,4.321,0.0,460.5,0.0,hard_kick,0
1.988,0.667,3.065,0.86,49.19,27.58,206.8,63.2,0.594,0.002,1.833,0.0,145.9,0.0,shake_leg,0
3.486,5.221,22.627,0.98,602.51,41.41,2000.0,376.9,3.631,0.002,4.546,0.0,403.7,0.0,hard_kick,0
0.997,0.002,1.003,0.991,0.47,0.12,2.4,0.4,0.003,0.002,0.008,0.0,1.4,0.0,sitting,0
1.153,0.677,5.384,0.364,111.09,6.92,1154.4,144.3,0.466,0.002,0.763,0.0,152.4,0.0,stomp,0
1.006,0.002,1.012,1.001,0.39,0.12,1.9,0.3,0.002,0.002,0.005,0.0,0.7,0.0,standing,0
3.505,5.251,22.627,0.999,609.77,41.57,2000.0,382.4,3.647,0.002,4.572,0.0,409.5,0.0,hard_kick,0
3.481,5.263,22.627,0.973,612.59,41.64,2000.0,385.4,3.661,0.002,4.573,0.0,413.2,0.0,hard_kick,0
1.169,0.663,4.991,0.395,99.19,6.94,505.4,86.3,0.471,0.002,0.764,0.0,94.4,0.0,stomp,0
3.462,0.733,4.291,0.952,44.27,15.75,487.0,151.0,1.226,0.002,2.593,0.0,344.6,0.0,walking,0
2.608,3.185,16.124,0.989,353.69,30.31,1524.6,263.8,1.536,0.002,3.495,0.0,287.6,0.0,soft_kick,0
10.698,6.278,22.627,1.023,614.75,158.7,2000.0,582.1,5.716,0.002,8.88,0.0,844.8,0.0,repeated_kick,1
3.438,5.143,22.627,0.978,555.31,34.94,2000.0,413.6,3.754,0.002,4.297,0.0,446.1,0.0,hard_kick,0
3.457,5.162,22.627,0.986,572.48,37.08,2000.0,391.7,3.751,0.002,4.326,0.0,423.7,0.0,hard_kick,0
2.527,0.477,3.269,1.145,44.15,9.23,403.5,122.8,0.869,0.002,1.689,0.0,288.3,0.0,walking,0
1.015,0.002,1.02,1.009,0.39,0.11,1.6,0.3,0.002,0.002,0.007,0.0,0.6,0.0,standing,0
1.671,0.491,2.499,0.886,30.24,16.9,176.9,53.9,0.45,0.002,1.429,0.0,126.3,0.0,shake_leg,0
3.471,5.236,22.627,0.958,607.16,41.55,2000.0,379.0,3.64,0.002,4.557,0.0,405.3,0.0,hard_kick,0
3.263,0.622,3.988,1.323,56.63,13.94,468.1,142.0,1.156,0.002,2.295,0.0,337.6,0.0,walking,0
1.368,1.513,9.198,0.012,210.26,20.02,361.8,72.2,0.555,0.002,1.711,0.0,84.8,0.0,jumping,0
12.365,3.769,16.385,3.913,274.96,101.27,1394.4,427.6,5.399,0.002,8.138,0.0,976.2,0.0,running,0
3.483,5.242,22.627,0.992,591.46,41.02,2000.0,397.2,3.685,0.002,4.523,0.0,428.9,0.0,hard_kick,0
2.551,3.185,16.046,0.783,512.94,29.7,1493.0,283.7,1.562,0.002,3.443,0.0,307.0,0.0,soft_kick,0
2.605,3.201,15.511,1.013,545.95,29.77,1201.4,229.7,1.548,0.002,3.492,0.0,251.7,0.0,soft_kick,0
3.044,0.652,3.796,0.829,44.52,12.91,453.1,142.0,1.06,0.002,2.177,0.0,312.0,0.0,walking,0
12.906,3.881,17.071,1.444,295.81,98.09,1432.6,441.7,5.544,0.002,8.18,0.0,1015.8,0.0,running,0
2.55,3.166,16.065,0.664,466.91,29.34,1633.2,294.9,1.561,0.002,3.424,0.0,318.9,0.0,soft_kick,0
3.147,0.579,3.857,1.607,50.32,13.21,458.2,139.6,1.104,0.002,2.173,0.0,329.2,0.0,walking,0
0.988,0.002,0.994,0.983,0.44,0.12,1.1,0.1,0.002,0.002,0.004,0.0,0.4,0.0,standing,0
2.575,3.186,16.115,0.955,362.95,30.17,1549.8,268.2,1.539,0.002,3.484,0.0,292.3,0.0,soft_kick,0
2.874,0.59,3.598,0.714,53.19,11.7,436.7,134.1,1.0,0.002,2.02,0.0,305.1,0.0,walking,0
1.01,0.002,1.015,1.003,0.35,0.12,1.8,0.4,0.002,0.002,0.005,0.0,0.8,0.0,sitting,0
8.38,6.636,22.627,0.993,596.57,108.97,2000.0,584.5,5.509,0.002,7.563,0.0,762.6,0.0,repeated_kick,1
3.462,5.175,22.627,0.995,464.75,37.11,2000.0,421.0,3.731,0.002,4.383,0.0,455.7,0.0,hard_kick,0
3.25,0.678,4.08,1.192,69.08,15.19,473.4,143.3,1.094,0.002,2.425,0.0,327.9,0.0,walking,0
10.662,6.152,22.627,1.251,603.47,145.66,2000.0,577.1,5.758,0.002,8.664,0.0,877.6,0.0,repeated_kick,1
1.194,0.665,4.952,0.415,99.13,6.95,477.6,81.5,0.472,0.002,0.772,0.0,90.0,0.0,stomp,0
10.615,6.173,22.627,1.044,569.03,141.33,2000.0,586.1,5.81,0.002,8.588,0.0,893.7,0.0,repeated_kick,1
2.768,0.569,3.562,1.068,56.19,11.95,432.0,132.1,0.914,0.002,1.97,0.0,304.9,0.0,walking,0
2.608,3.165,16.111,1.008,382.1,29.83,1589.8,275.6,1.544,0.002,3.467,0.0,300.6,0.0,soft_kick,0
1.877,0.598,2.89,0.991,41.98,22.81,196.3,60.7,0.545,0.002,1.697,0.0,139.5,0.0,shake_leg,0
1.159,0.677,5.402,0.364,112.7,6.9,1176.5,146.1,0.465,0.002,0.765,0.0,154.1,0.0,stomp,0
14.017,3.681,18.989,4.675,338.6,108.42,1532.8,464.2,5.591,0.002,8.912,0.0,1094.5,0.0,running,0
13.796,3.881,18.584,5.021,339.63,103.63,1503.0,454.9,5.665,0.002,8.856,0.0,1091.2,0.0,running,0
1.005,0.002,1.01,0.998,0.38,0.11,2.5,0.7,0.002,0.002,0.009,0.0,1.5,0.0,sitting,0
1.343,0.287,1.851,0.932,17.31,7.1,139.1,42.4,0.294,0.002,0.956,0.0,96.8,0.0,shake_leg,0
1.202,0.687,5.528,0.377,127.76,7.08,1272.9,151.8,0.466,0.002,0.786,0.0,159.2,0.0,stomp,0
10.542,6.258,22.627,0.976,610.9,144.13,2000.0,579.3,5.76,0.002,8.593,0.0,868.9,0.0,repeated_kick,1
1.371,1.586,9.504,0.014,236.91,20.75,362.0,72.4,0.616,0.002,1.757,0.0,84.9,0.0,jumping,0
10.549,6.173,22.627,1.029,573.34,140.86,2000.0,569.9,5.765,0.002,8.484,0.0,871.2,0.0,repeated_kick,1
1.013,0.002,1.018,1.008,0.39,0.13,1.0,0.1,0.002,0.002,0.005,0.0,0.2,0.0,standing,0
2.581,3.17,16.105,0.978,383.31,29.92,1596.8,277.4,1.545,0.002,3.462,0.0,301.9,0.0,soft_kick,0
0.977,0.002,0.983,0.972,0.34,0.13,2.0,0.2,0.002,0.002,0.005,0.0,0.9,0.0,standing,0
0.977,0.002,0.983,0.97,0.38,0.12,3.2,0.5,0.002,0.002,0.008,0.0,1.4,0.0,sitting,0
3.186,0.657,3.958,1.415,39.62,13.75,466.2,144.1,1.076,0.002,2.268,0.0,327.9,0.0,walking,0
